"","nodes","id","username","name","description","created_at","verified","follower_count","indegree","outdegree","degree"
"521",521,"1697245623186337792","outcryfilm","OUTCRY: Alchemists of Rage","Doc follows artist Whitney Bradshaw as she photographs women at transformational ""scream sessions."" By @ClareMajor & @FranklySpeakingFilms, now on @Kickstarter.","2023-08-31T13:51:14.000Z",FALSE,41,0,1,1
"522",522,"14177942","MsMagazine","Ms. Magazine","Reporting, rebelling and truth-telling from the feminist front lines for 50 years.","2008-03-19T16:51:19.000Z",FALSE,152893,3,0,3
"523",523,"1714371999886188544","92Mistral","Mistral","","2023-10-17T20:05:26.000Z",FALSE,122,0,1,1
"524",524,"1389201555895771136","Davar54165922","Davar","#WomanLifeFreedom  #زن_زندگی_آزادی  #جمهوریخواه #ژن_ژیان_ئازادی","2021-05-03T12:54:11.000Z",FALSE,198,0,1,1
"525",525,"1710028828486012930","Ali_M_Nas","Ali M Nassif","","2023-10-05T20:27:11.000Z",FALSE,85,0,1,1
"526",526,"1136447577770070016","AstroDunham","Sam","Black Lives Matter. Ph.D. candidate @VanderbiltU trying to blow up stars on computers. Passionate about prison reform and animal welfare. (he/him)","2019-06-06T01:39:51.000Z",FALSE,212,0,1,1
"527",527,"1148724208333139969","connor_echols","Connor Echols","Reporter @RStatecraft. Formerly @NonzeroNews, @injusticewatch. Cover image credit @NikitaSPetrov. Send tips to connor@quincyinst.org","2019-07-09T22:42:48.000Z",FALSE,1378,0,3,3
"528",528,"1428138741315653637","NerdyAlh85","NerdyTextileArtist 🖤🐀🤍 💜","The Personal Account of Nerd. Artist. Cat Mom. Loves Comic Books, MST3k/Rifftrax, Knitting. Has an Etsy Shop. She/Her.  No AI Allowed.","2021-08-18T23:39:12.000Z",FALSE,278,0,1,1
"529",529,"1881450553","linuxrocks2013","Guardian","Atheist #USMC #BLM #WomensRights #VotingRights, USMC #ANTIFA 🇵🇸 🇺🇸 Don't have any $$$. Still searching for her. I'm 63. orig accnt 2009","2013-09-19T01:01:33.000Z",FALSE,3983,0,1,1
"530",530,"1233638579257012224","Wu2pointO","NEVER KNOWS BEST 🍉","He/Him, 19, Pansexual .
pfp @dongy222
border @Maskavado .
STOP ARMING GENOCIDE 🇵🇸","2020-02-29T06:22:26.000Z",FALSE,76,0,1,1
"531",531,"1208987592","lbf2022","Lee","Politikerin , Friedensaktivist .Ich bin verantwortlich für das, was ich sage, und ich bin nicht verantwortlich für das, was Sie verstehen.","2013-02-22T15:48:27.000Z",FALSE,243,0,1,1
"532",532,"1439260238088220673","ya_boy_ficarus","Ficarus 🎗️🏳️‍⚧️","i think we have very different ‘bone feelings’ ||| 🏳️‍⚧️ ||| 🏴󠁧󠁢󠁷󠁬󠁳󠁿 ||| aroace ||| :)twt DNI y’all disgust me |||","2021-09-18T16:09:41.000Z",FALSE,155,0,1,1
"533",533,"32304084","danitca","Dana Nashawati","","2009-04-17T04:18:15.000Z",FALSE,26,0,1,1
"534",534,"2692677908","guthgaelach","gaelarsonnapalaistin","","2014-07-30T11:40:29.000Z",FALSE,968,0,1,1
"535",535,"1224676684294574080","GoronyaaNeko","Goro | Gundam Brainrot","Berserk | MCU | Blue Period | Dr STONE | TSA | Gintama | Mob Psycho | AnJ | The First Law | Haikyuu | OP | DGM | I love Naruto | Aspiring writer","2020-02-04T12:51:05.000Z",FALSE,238,0,1,1
"536",536,"1135571713","MichaelLevin11","Michael Levin","RTs do not imply endorsements. Correlation does not imply causation. Brevity does not imply wit.","2013-01-31T00:15:28.000Z",FALSE,644,0,1,1
"537",537,"1387494158064103424","There_Alliums_","https://bsky.app/profile/neolemonadebush.bsky.soci","An 20 year old agender fey- no human, lost in hyperfixuations on the bird app.

⚠️Likes are 18+ no age in bio = block ⚠️

Credit to @/starsleeps for header 🍉🍉","2021-04-28T19:49:36.000Z",FALSE,38,0,1,1
"538",538,"1584881480718753792","Hello_a_Chairde","a Chairde 👋","Kilkenny, Ireland✌️ she sí / her aici 🇮🇪","2022-10-25T12:16:50.000Z",FALSE,242,0,1,1
"539",539,"388237343","KhadyMany","✨I’m Khady #DreamersChangeTheWorld","I'm a ♀ born in Motherland!
So In love with music 🎧
«Might I suggest you don’t fuck with my sis’?»
Haters?🖕
Move or Take a ticket coz I Brainstorm&Chill 24/7","2011-10-10T12:25:42.000Z",FALSE,2582,0,1,1
"540",540,"1532796364328947712","Chi_Dee_Eyrble","ChiChi_EyrbleVtuber","Can I Have A Place to Call Home? * Extraterrestrial Being * Illustrator Mom @Raeyxia | 90% Rice Score * Any/All * Vtuber #CreasefireNOW","2022-06-03T18:48:45.000Z",FALSE,178,0,1,1
"541",541,"1552872878726492160","Magical_kristie","Kristie the Magicanimal (Comms and Adopts Open)","G'day mates! I'm MagicPuss380. I'm from Australia, have autism and I'm an asexual biromantic.
Free Palestine.🇵🇸🤝💗🇦🇺
SFW only account, no NSFW.","2022-07-29T04:27:04.000Z",FALSE,348,0,1,1
"542",542,"1701059083787436032","chainofrose","eclipse","Janet cage simp","2023-09-11T02:24:36.000Z",FALSE,180,0,1,1
"543",543,"1439006928047206401","JDFinally","JaneDrewFinally","","2021-09-17T23:23:35.000Z",FALSE,14,0,1,1
"544",544,"4828068038","mccormick_ted","Ted McCormick","Science & projects in early modern Britain/Ireland/Atlantic; books https://t.co/6SZWSk1EuC & https://t.co/NaUdi6aUBv; https://t.co/XYe3VOJbIH; views mine; he/him","2016-01-29T01:03:45.000Z",FALSE,20210,6,0,6
"545",545,"1026920022","Mysfurry99","Rashaad the Fully Vaccinated (2/2) Panyena 🍉","🔞No Minors Allowed🔞31/Male/Chubby/African-American/Culinary Graduate/Ultimate OC Creator 
#BlackLivesMatter #TransRightsAreHumanRights","2012-12-21T18:40:53.000Z",FALSE,350,0,1,1
"546",546,"284492784","Anakanale","AnaKana","","2011-04-19T11:32:19.000Z",FALSE,605,0,1,1
"547",547,"1708671800601636865","Sunny_Lynn616","Sunny🏳️‍⚧️","♥️PFP: kiisaes | Banner: madnopost
♥️ He/Him
♥️Art Acc: @VinniDemitri
♥️CAN tweet rn
♥️Formerly @Sunny_Lynn606 💔 RIP","2023-10-02T02:34:46.000Z",FALSE,157,0,1,1
"548",548,"185645303","mercmerk","Meche del Valle","Educación y participación social. Promover las relaciones humanas que enriquezcan la conciencia en colectivo.","2010-09-01T14:01:30.000Z",FALSE,398,0,1,1
"549",549,"1338730908485111808","MohammadAlsakk3","vitaking666 🇵🇸 play gravity rush","Support me at my buymecoffee page :    https://t.co/F9sd5zyKnX","2020-12-15T06:21:53.000Z",FALSE,410,0,1,1
"550",550,"1349020236293562370","alto_joshua","Josh | 🩷💜💙 |","What's up! | 🇵🇭 | He/Him | 🩷💜💙 | Lore Enjoyer/Multishipper, Art & Music, Casual ESport Enjoyer |","2021-01-12T15:47:52.000Z",FALSE,992,0,1,1
"551",551,"1270419987057041408","pettingcheetah","🌙 luna ||-// TØP7‼️","🇵🇸🍉 your friendly neighborhood lesbian 💕  |  avid music enjoyer 💽  |  gwen stacy's biggest fan 🕸️ | header by @playeuth","2020-06-09T18:18:33.000Z",FALSE,1494,0,1,1
"552",552,"1404275354177458179","DisruptOT","DisruptOT","@DisruptOT Challenging the status quo. Disrupting oppressive systems. Building community. Free monthly educational events. All welcome.","2021-06-14T03:11:54.000Z",FALSE,3111,0,1,1
"553",553,"1289101484206878720","otbayarea","OTBayArea","Sheela (she/her). @DisruptOT Founder. Occupational Therapy Disruptors author.","2020-07-31T07:32:07.000Z",FALSE,1469,0,1,1
"554",554,"1164874203125952512","MeriemVerges","Meriem Vergès - مريم فرجاس","The humanities, politics, Algeria.","2019-08-23T12:17:35.000Z",FALSE,1352,0,1,1
"555",555,"1403049646285541384","marshelle_w","Marshelle Woodward","Bring back song lyrics in bios | She/her","2021-06-10T18:01:25.000Z",FALSE,575,0,1,1
"556",556,"332641107","pmalone4","KingGigasmon 🇮🇪🇺🇸❤️🇵🇸✊️ (COMMISSIONS OPEN)","37-Traditional Artist/Irish-American/Trekkie/Anime Nerd/Heavily Mutated/NO MINORS-Children NOT welcome!!!!!

https://t.co/eMwFE2fOAx","2011-07-10T05:09:03.000Z",FALSE,108,0,1,1
"557",557,"1460288238","Cecalli_Helper","Pia: The Ghost of Dr Carl Jensen","Calling out nuke propaganda & nuke pushers because life is precious #NoNukes banner 👆via Korean anti-nuclear artist. I am Pia. Dad's 'Obit' from Rep Thompson👇","2013-05-26T18:19:47.000Z",FALSE,12124,0,1,1
"558",558,"1034080012817887233","animehead3","itsbussin","I’m here for a good time not a long time","2018-08-27T14:07:42.000Z",FALSE,315,0,1,1
"559",559,"1634301482534092801","pinkiesbrain007","lookingglass","resolute 🍉💞🌹#ApartheidIsrael #IsraelTerrorism #EndTheOccupation 
#Palestine 🇵🇸
https://t.co/mLbyTY1z19","2023-03-10T21:14:22.000Z",FALSE,362,0,1,1
"560",560,"1696997693757763585","ZCitium1356","Zeno of Citium/Ζήνων ὁ Κιτιεύς","","2023-08-30T21:26:06.000Z",FALSE,782,0,1,1
"561",561,"792280489881067520","TheRaiLurker","Rai of Sunshine ✨☀️","| she/her/they/them :0 | white/Athabascan | *no explicit nsfw stuff here but not entirely sfw either* | Pr///shibbers piss off! |","2016-10-29T08:22:43.000Z",FALSE,301,0,1,1
"562",562,"829559943120326656","ASCS1966","ASCS","Australasian Society for Classical Studies. Page managed by Dan Osland and Lea Beness. Any queries to secretary@ascs.org.au. Best wishes","2017-02-09T05:17:57.000Z",FALSE,1487,0,1,1
"563",563,"3604985243","ProfMSinha","Manisha Sinha","President elect 2024 Society for Historians of the Early American Republic, latest book The Rise and Fall of the Second American Republic, Draper Chair at UConn","2015-09-10T03:22:34.000Z",FALSE,27853,0,3,3
"564",564,"1299673800","thartman2u","Teresa Hartman","Medical librarian, professor, sharing info. (#publichealth, #edtech, #IPE, #leadership). Tweets are my own. Follow, likes, & RT ≠ endorsement.","2013-03-25T14:24:17.000Z",FALSE,3290,0,1,1
"565",565,"1674755511252578308","FunGame1737951","FunGame","🇵🇷-He/Him-Bisexual MINOR (15yo)- Autistic-Render-Artist

#CEASEFIRE_NOW 🍉
❌:NO NSFW, NO RACISM, NO PEDOPHILE, NO HOMOPHOBIC OR TRANSPHOBIC","2023-06-30T12:24:35.000Z",FALSE,14,0,1,1
"566",566,"1310069446145384449","Ulti_METAL","• UltimateM3TAL •🍉","Just some guy who loves drawing and video game fandoms (FNAF, Bendy, Sonic, Spider-Man, and Godzilla). // NSFW DNI // I don’t post frequently btw","2020-09-27T04:13:08.000Z",FALSE,124,0,1,1
"567",567,"94538862","Msanyal","mithu sanyal","writing, reading, thinking about sex & race
next novel out soon: ""Antichristie"", Hanser
Tweeten nur mit Rechtschreibfehlern
retweet ≠ endorsement","2009-12-04T11:21:55.000Z",FALSE,8438,0,1,1
"568",568,"1640310861758873601","NylaFisher73191","NylaFisher","Account manager at resource furniture adelaide","2023-03-27T11:12:54.000Z",FALSE,11,0,1,1
"569",569,"1684801332484481024","tubnook","tubnuke","","2023-07-28T05:42:17.000Z",FALSE,13,0,1,1
"570",570,"4832394023","Tara_Keira13","Citoyenne du monde 🌍☮️🕊️💪🇸🇳🇵🇸🇨🇩","Féministe et écologiste pour une convergence des luttes contre toutes formes de haine, racisme, antisémitisme, LGBTphobies et islamophobie ⛔️ extrême-droite","2016-01-21T10:32:17.000Z",FALSE,1407,0,1,1
"571",571,"1720532316861116417","md2535275617599","Ahmad🇵🇸","","2023-11-03T20:04:29.000Z",FALSE,57,0,1,1
"572",572,"1435363888325971968","SirenSouls_","Zoey draws dumb shit 🎗🍉","Zoey/21/biromantic/been an artist for too long/born with amniotic band syndrome/loss digits 🤚/below the knee amputee 🦿","2021-09-07T22:06:50.000Z",FALSE,43,0,1,1
"573",573,"1340370495557017602","cocoa18_","Cocoa 🐸|💫 Interstella Era","26, local video encoder frog | 𝟣𝟫𝟫𝟥-𝟤𝟢𝟤𝟣 📀🔺💿","2020-12-19T19:00:40.000Z",FALSE,268,0,1,1
"574",574,"1696382988420857856","swxspv","Gwen Enthusiast","Spider-Man and Star Wars fan","2023-08-29T04:43:34.000Z",FALSE,1355,0,1,1
"575",575,"1567636658656526342","maxwh33l_","ryo/max :3 FREE 🍉!!","silly transmasc w/ haikyuu brainrot // #prsktwt #hqtwt #r1999twt #anitwt #musictwt #lovelivetwt // multifandom !! // selective fb // priv - @maxhasbrainrot","2022-09-07T22:11:50.000Z",FALSE,239,0,1,1
"576",576,"1414624807602241543",NA,NA,NA,NA,NA,NA,0,1,1
"577",577,"889933904","TrivialPunk","Trivial Punk","I'm verbose.
Freelance Articles: https://t.co/q5rqw7n0pa
Fiction: https://t.co/YqyMaSsCd7
And Twitch: https://t.co/7HZq4Un1wq
Contact: TrivialPunkMedia@Gmail.com","2012-10-18T23:26:12.000Z",FALSE,1190,0,1,1
"578",578,"25659700","EttySh","Etienne Shardlow 🇵🇸 🇿🇦🏳️‍🌈 (Parroty)","Wokus Pokus Grand Witch. Governance of IT and Service Management consultant. Time Magazine Person of the Year 2006. 
""Pure racist"" - Helen Zille
(He/Him)","2009-03-21T10:03:24.000Z",FALSE,3591,0,1,1
"579",579,"1279792335589568513","AvaGames6","AvaGames 🕊️","I like anime & gaming, Touhou nerd, graphic designer (for custom Yu-Gi-Oh! card Discord Extinction Unleashed), and a r/place 2023 vet. PFP art by @syuri22!","2020-07-05T15:00:53.000Z",FALSE,122,0,1,1
"580",580,"2880191774","jewelzaid1998","Zaid☪️✨زيد","🇵🇰 | 25 | He/Him | AuDHD | Content Creator | Gamer | Business Email: zaid.somji16@yahoo.com | Kamala Khan CEO | Barbara Gordon Defender | #FreePalestine🇵🇸","2014-10-28T01:41:54.000Z",FALSE,647,0,1,1
"581",581,"1719631781375426560","BarkingBunny7","OpinionatedFuck #FREE PALESTINE","20/Trans, She/Her/ΘΔ Therian/ I WILL assume you are in bad faith/ The block button is right there, dumbass/ Pfp most likely by @STELpt2
Likes may be suggestive.","2023-11-01T08:25:58.000Z",FALSE,229,0,1,1
"582",582,"1726891470131474432","hass23663","Hassen Hassen","","2023-11-21T09:13:25.000Z",FALSE,164,0,1,1
"583",583,"1645606299793518593","sheepnshine","ً","","2023-04-11T01:55:06.000Z",FALSE,1956,0,1,1
"584",584,"1319817884403548162","CathyEscapades","Cathy's Misc. Escapades! #FreePalestine 🇵🇸","✦ A Chaotic 🇵🇭 Soul.
✦ Vintage & Modern Enthusiast.
✦ Lurker & Lover of many communities & genres.
✦ M1ss Ekaterina Keiretsu So (M1ss Jade So stan.)","2020-10-24T01:48:30.000Z",FALSE,44,0,1,1
"585",585,"1085968732592242688","bigbowlofcalm","face the grapejuice","im 20 | 🇭🇷 | Life is funny","2019-01-17T18:34:56.000Z",FALSE,546,0,1,1
"586",586,"1489943550674579457","softpaws52","Calico","NEVER TRUST A JEWISH ISRAELI OCCUPIER!95%of 🇮🇱want 🇵🇸murdered  extinct!The rest are good yet still are Occupiers!🇮🇱is cancer to our 🌎HUMANITY AND 🌎peace","2022-02-05T12:46:56.000Z",FALSE,5619,0,1,1
"587",587,"2843281683","google_mz","Lucky43","","2014-10-25T05:30:36.000Z",FALSE,197,0,1,1
"588",588,"1139603338197004288","SallieT77303451","🐦‍⬛Arizona 🐈‍⬛ 🟧","#SupportUkraine #RepublicansExpectNoMoreFairElections #StopFascistGOP #IBlameFox #ConvictTrump #MormonsAreJustAnothrCult","2019-06-14T18:39:43.000Z",FALSE,2316,0,1,1
"589",589,"17967131","brad_roth","Brad Roth","Husband to Dee; Dad to 3; Grandpa to 7-best job ever.  Husker alum, fan, and employee. #gbr","2008-12-08T17:25:40.000Z",FALSE,336,0,1,1
"590",590,"25821918","RationalWiki","RationalWiki","Analyzing and refuting the anti-science movement, crank ideas, medical woo, charlatans, religious and political extremists...with goat.","2009-03-22T14:17:50.000Z",FALSE,12430,0,1,1
"591",591,"856877983","shamoilija","Jyrki Kallio","Kiinan-tutkija, dosentti, suomentaja, tietokirjailija. Sinologist, researcher, translator, writer. Views my own. 🇫🇮🇪🇺🏳️‍🌈","2012-10-01T19:11:03.000Z",FALSE,829,0,3,3
"592",592,"1542417115","Marc_A_Reyes84","Marc Reyes","Scholarships & Fellowships Advisor @GSUHonors; PhD candidate @UConnHistory; editor @contingent_mag; @FulbrightPrgrm alum","2013-06-24T03:30:42.000Z",FALSE,1617,0,3,3
"593",593,"2595086942","WonkVJ","Van Jackson","Working-class kid who ended up an international relations prof. Grand strategizing for the working class. Newsletter and Pod: https://t.co/q1rzqH1yxo.","2014-06-29T17:29:35.000Z",FALSE,16174,0,3,3
"594",594,"17855968","tommymiles","Tommy Miles","West African history enthusiast, socialist, football fan. Independent scholar, author, recovering academic. Reading history of Niger, Mali, & Glasgow Celtic.","2008-12-04T01:36:35.000Z",FALSE,26340,0,3,3
"595",595,"766717813494984705","anthony_berndt","Anthony Berndt","Canadian doing Synthetic Biology in SoCal. Recovering academic. he/him

Pushing genes and inadvertently Solarpunk.","2016-08-19T19:25:46.000Z",FALSE,2117,0,2,2
"596",596,"2149054250","thuronyi","B Thuronyi (they/them) @thuronyi@mstdn.science","Synthetic biologist, V. natriegens booster, Sheets torturer & asst prof Chem @ Williams College","2013-10-22T13:37:15.000Z",FALSE,665,1,0,1
"597",597,"114030748","klausenhauser","Kelvin Lau always @klausenhauser on ☁️ 🪡 🐘","🇨🇦🇭🇰👨‍🔬@ protein production and structure facility 🇨🇭Equally #proteins #plants #transit #cats #politics. My views here","2010-02-13T21:37:36.000Z",FALSE,2786,1,0,1
"598",598,"1367133658100948995","ZacharyTayler3","Zachary Tayler","Historian - Foreign Policy/Cold War/US-SRV | Ph.D. Student | Happily In Love | he/him/his","2021-03-03T15:24:06.000Z",FALSE,201,0,3,3
"599",599,"172637375","Bharathan_778","Bharathan778","I have two words for you: Mini Bar.","2010-07-30T05:46:03.000Z",FALSE,167,0,1,1
"600",600,"2729061","doctorow","Cory Doctorow @pluralistic@mamot.fr","Author/activist/journalist. New novel:  THE BEZZLE, a Martin Hench thriller about hi-tech fraud and the Shitty Tech Adoption Curve https://t.co/4ZExCQHv6q","2007-03-28T21:40:55.000Z",FALSE,496426,1,0,1
"601",601,"581175866","alexbaertyoung","Alexander Baert Young","PhD candidate @JHU_History. Book history, African history, French history","2012-05-15T19:26:35.000Z",FALSE,513,0,1,1
"602",602,"1324606392","asteinlight","Alexandra Steinlight","Historian of France’s archives, memory, secrecy, aftermath of war. Contingent lecturer, former @PastPresentSoc postdoc @ihr_history.","2013-04-03T13:41:57.000Z",FALSE,900,0,1,1
"603",603,"16397938","banditelli","Brett ""Solidarity 2024"" Banditelli","Eagle Scout. Breathing class war like a dragon breathes fire. As long as it takes IS a promise. Stay hydrated. Organize. We will win. IG has photos","2008-09-22T01:38:12.000Z",FALSE,27372,1,0,1
"604",604,"434283884","mattnovosad","Matthew Novosad (@franklinhistorian.bsky.social)","Poseidon is the god of my interests. MA in History from @Uconn. I study the First World War. Views are my own. He/Him. Town Historian for Franklin, CT.","2011-12-11T17:23:35.000Z",FALSE,465,0,3,3
"605",605,"2169482554","SHAFRhistorians","SHAFR Historians","The official twitter account of the Society for Historians of American Foreign Relations (SHAFR).","2013-11-05T14:44:55.000Z",FALSE,9322,1,3,4
"606",606,"1130701584889987073","alteritea","marianne quijano","phd candidate | history of sci & anthro in Panamá | 🇵🇦🇵🇭","2019-05-21T05:07:20.000Z",FALSE,554,0,3,3
"607",607,"24210309","melanienewport","melanie newport","UConn historian. AAUP member. THIS IS MY JAIL, @pennpress. series editor @uchicagopress. views do not reflect those of my employer!!!!","2009-03-13T17:26:55.000Z",FALSE,8016,0,3,3
"608",608,"1289939044713955328","kazushi_minami","Kazushi Minami 南和志","Associate Professor @OSIPP_Osaka_U | Historian | International Relations of East Asia and the Pacific | 大阪大学 国際公共政策研究科 准教授","2020-08-02T15:00:26.000Z",FALSE,867,0,3,3
"609",609,"42938040","mtgauger","Michael Gauger","Writer, scholar (U.S. history, political science, grants). Ex-journalist. RTs don’t mean endorsements. If I express a view, it's mine. @UWM alum","2009-05-27T18:02:03.000Z",FALSE,1665,0,3,3
"610",610,"1486786376712572933","UTM_Anthro","UTM Anthropology","The Department of Anthropology at the University of Toronto Mississauga","2022-01-27T19:43:27.000Z",FALSE,148,0,1,1
"611",611,"1296882548409356291","maxstuartham","Maxwell Hamilton","Fourth year grad student at Vanderbilt in cancer biology and co-president of @VandyGradUnion.

Immune exclusion, RTKs and grassroots organizing.","2020-08-21T18:51:27.000Z",FALSE,323,0,1,1
"612",612,"1743232149438738432","ChronAfrica","ChronAfrica","ChronAfrica Dergisi kurumsal hesabıdır
ChronAfrica Journal corporate account
https://t.co/ooC9oTukHy
A new perspective on Africa","2024-01-05T11:25:16.000Z",FALSE,82,0,1,1
"613",613,"1557334810657521666","trtafrika","TRT Afrika","Afrika, as it is","2022-08-10T11:56:07.000Z",TRUE,49619,1,0,1
"614",614,"3067284237","okorobright3","D, Great Shifu","easy going,funny,gentle and funnnnnnnnnny","2015-03-03T06:41:15.000Z",FALSE,1032,0,1,1
"615",615,"1455849367076675589","BlaqShild50","Happiness Charles","Accountant||Serial Entrepreneur||Farmer||Lover of God||","2021-11-03T10:48:47.000Z",FALSE,2055,1,0,1
"616",616,"252468335","MyOldFriend___","kelly","","2011-02-15T07:42:02.000Z",FALSE,110,0,1,1
"617",617,"357606935","ewarren","Elizabeth Warren","U.S. Senator, former teacher. Wife, mom (Amelia, Alex, Bailey, @CFPB), grandmother, and Okie. She/her. Official campaign account.","2011-08-18T16:43:48.000Z",TRUE,5805218,1,0,1
"618",618,"122866492","ejmotycka","Eli Motycka","@nashvillescene・https://t.co/oks1xw9yeA・sometimes @TNLookout @MLK50Memphis @dirtxyz・he/him・eli.motycka{at}protonmail","2010-03-14T05:14:42.000Z",FALSE,1898,0,1,1
"619",619,"1092800229974396928","AwadallahWisam","Wisam Awadallah","TRU-UE local 197, doctoral candidate CMM Johns Hopkins. From the river to the sea Palestine will be free.","2019-02-05T15:00:52.000Z",FALSE,161,0,1,1
